Player_Name,Kaggle_Match_Name,Player_Type,IPL_Team_2025,DEBUT,Total_Innings,Total_Runs,Total_Balls_Faced,Total_Minutes,Dismissals,Times_Not_Out,Batting_Average,Strike_Rate,Avg_Runs_Per_Innings,Avg_Balls_Per_Innings,Avg_Minutes_Per_Innings,Count_30_Plus,Count_50_Plus,Count_70_Plus,Highest_Score,Most_Fours_Innings,Most_Sixes_Innings,Total_Fours,Total_Sixes,Total_Boundaries,Boundary_Runs,Boundary_Percentage,Boundary_Frequency,Fours_Per_Innings,Sixes_Per_Innings,Four_to_Six_Ratio,Balls_Per_Four,Balls_Per_Six,Balls_Per_Boundary,Non_Boundary_Runs,Non_Boundary_Balls,Rotation_Strike_Rate,Estimated_Dot_Balls,Dot_Ball_Percentage,Runs_Std_Deviation,Runs_CV,Percentage_30_Plus,Percentage_50_Plus,Percentage_70_Plus,Conversion_30_to_50,Conversion_50_to_70,Percentage_Single_Digit,Percentage_Duck,Powerplay_Runs_old,Powerplay_Balls_old,Powerplay_SR_old,Powerplay_Contribution,Death_Overs_Runs_old,Death_Overs_Balls_old,Death_Overs_SR_old,Death_Overs_Contribution,Impact_Score,Powerplay_Runs,Powerplay_Balls,Powerplay_SR,Death_Overs_Runs,Death_Overs_Balls,Death_Overs_SR
Shubman Gill,Shubman Gill,Batter,GT,NO,62.0,2277.0,1620.0,2618.0,57.0,5.0,39.94736842105263,140.55555555555554,36.7258064516129,26.12903225806452,42.2258064516129,34.0,17.0,9.0,129.0,13.0,10.0,223.0,71.0,294.0,1318.0,57.88317962231006,18.14814814814815,3.596774193548387,1.1451612903225807,3.140845070422535,7.26457399103139,22.816901408450704,5.510204081632653,959.0,1326.0,72.32277526395174,260.0,16.076817558299048,31.625974671607167,86.11,54.83870967741935,27.41935483870968,14.516129032258064,50.0,52.94117647058823,27.41935483870968,7.017543859649122,192.0,179.0,107.26256983240224,8.432147562582346,684.0,424.0,161.32075471698113,30.039525691699605,34.58550806451613,1156.0,960.0,120.41666666666666,543.0,334.0,162.5748502994012
Washington Sundar,Washington Sundar,All-Rounder,GT,NO,18.0,192.0,177.0,300.0,16.0,2.0,12.0,108.47457627118644,10.666666666666666,9.833333333333334,16.666666666666668,1.0,0.0,0.0,40.0,5.0,2.0,17.0,3.0,20.0,86.0,44.79166666666666,11.299435028248588,0.9444444444444444,0.1666666666666666,5.666666666666667,10.411764705882351,59.0,8.85,106.0,157.0,67.51592356687898,39.0,22.1594475831764,10.499299696534386,98.43,5.555555555555555,0.0,0.0,0.0,0.0,61.11111111111112,12.5,10.0,16.0,62.5,5.208333333333333,142.0,119.0,119.32773109243698,73.95833333333333,2.314124293785311,24.0,25.0,96.0,309.0,216.0,143.05555555555557
Ajinkya Rahane,Ajinkya Rahane,Batter,KKR,NO,30.0,676.0,499.0,864.0,29.0,1.0,23.310344827586206,135.47094188376752,22.53333333333333,16.633333333333333,28.8,8.0,2.0,1.0,71.0,7.0,5.0,59.0,26.0,85.0,392.0,57.98816568047337,17.034068136272545,1.9666666666666663,0.8666666666666667,2.269230769230769,8.457627118644067,19.192307692307693,5.870588235294117,284.0,414.0,68.59903381642512,98.0,19.728345580048988,17.137845463372482,76.06,26.666666666666668,6.666666666666667,3.333333333333333,25.0,50.0,33.333333333333336,0.0,69.0,89.0,77.52808988764045,10.207100591715976,0.0,0.0,0.0,0.0,9.463096860387443,2046.0,1749.0,116.98113207547169,654.0,414.0,157.97101449275362
Andre Russell,Andre Russell,All-Rounder,KKR,NO,42.0,922.0,563.0,892.0,33.0,9.0,27.939393939393938,163.76554174067496,21.952380952380956,13.404761904761903,21.23809523809524,14.0,3.0,1.0,70.0,4.0,8.0,60.0,77.0,137.0,702.0,76.13882863340564,24.33392539964476,1.4285714285714286,1.8333333333333333,0.7792207792207793,9.383333333333333,7.311688311688312,4.109489051094891,220.0,426.0,51.64319248826291,181.0,32.24787842905072,19.607057441387585,89.32,33.333333333333336,7.142857142857143,2.380952380952381,21.428571428571427,33.333333333333336,38.095238095238095,12.12121212121212,0.0,0.0,0.0,0.0,309.0,212.0,145.75471698113208,33.51409978308026,18.334722151738134,7.0,4.0,175.0,1670.0,898.0,185.96881959910914
Angkrish Raghuvanshi,Angkrish Raghuvanshi,Batter,KKR,NO,7.0,163.0,105.0,186.0,7.0,0.0,23.285714285714285,155.23809523809524,23.285714285714285,15.0,26.571428571428573,3.0,1.0,0.0,54.0,5.0,3.0,16.0,8.0,24.0,112.0,68.71165644171779,22.857142857142858,2.2857142857142856,1.1428571428571428,2.0,6.5625,13.125,4.375,51.0,81.0,62.96296296296296,24.0,23.174603174603178,17.547215217941616,75.36,42.85714285714285,14.285714285714286,0.0,33.333333333333336,0.0,28.571428571428573,0.0,23.0,16.0,143.75,14.11042944785276,0.0,0.0,0.0,0.0,2.5303809523809524,71.0,40.0,177.5,0.0,1.0,0.0
Anukul Roy,Anukul Roy,All-Rounder,KKR,NO,6.0,26.0,24.0,50.0,3.0,3.0,8.666666666666666,108.33333333333331,4.333333333333333,4.0,8.333333333333334,0.0,0.0,0.0,13.0,2.0,0.0,3.0,0.0,3.0,12.0,46.15384615384615,12.5,0.5,0.0,0.0,8.0,0.0,8.0,14.0,21.0,66.66666666666667,5.0,22.685185185185187,4.844240566555987,111.79,0.0,0.0,0.0,0.0,0.0,83.33333333333333,66.66666666666667,4.0,5.0,80.0,15.384615384615383,0.0,0.0,0.0,0.0,0.4225,4.0,5.0,80.0,21.0,15.0,140.0
Manish Pandey,Manish Pandey,Batter,KKR,NO,24.0,582.0,493.0,791.0,22.0,2.0,26.454545454545453,118.052738336714,24.25,20.541666666666668,32.958333333333336,9.0,4.0,0.0,69.0,7.0,3.0,47.0,17.0,64.0,290.0,49.82817869415808,12.981744421906694,1.9583333333333333,0.7083333333333334,2.764705882352941,10.48936170212766,29.0,7.703125,292.0,429.0,68.06526806526807,104.0,21.20802343926076,21.234201288200744,87.56,37.5,16.666666666666668,0.0,44.44444444444444,0.0,33.333333333333336,9.090909090909092,24.0,28.0,85.71428571428571,4.123711340206185,175.0,143.0,122.37762237762236,30.06872852233677,7.443225152129816,923.0,811.0,113.81011097410605,915.0,608.0,150.49342105263156
Moeen Ali,Moeen Ali,All-Rounder,KKR,NO,39.0,843.0,613.0,980.0,35.0,4.0,24.085714285714285,137.52039151712887,21.615384615384617,15.717948717948715,25.128205128205128,11.0,3.0,1.0,93.0,13.0,5.0,74.0,44.0,118.0,560.0,66.42941874258601,19.249592169657426,1.8974358974358971,1.1282051282051282,1.681818181818182,8.283783783783784,13.931818181818182,5.194915254237288,283.0,495.0,57.17171717171717,180.0,29.45441363059634,19.55103360387264,90.45,28.205128205128204,7.6923076923076925,2.5641025641025643,27.272727272727277,33.333333333333336,33.333333333333336,11.428571428571429,24.0,33.0,72.72727272727273,2.846975088967972,264.0,175.0,150.85714285714286,31.316725978647685,12.78199146693437,141.0,120.0,117.5,377.0,215.0,175.34883720930233
Quinton de Kock,Quinton de Kock,WK-Batter,KKR,NO,40.0,1186.0,877.0,1524.0,38.0,2.0,31.210526315789476,135.23375142531356,29.65,21.925,38.1,14.0,10.0,5.0,140.0,10.0,10.0,113.0,47.0,160.0,734.0,61.88870151770658,18.244013683010262,2.825,1.175,2.404255319148936,7.761061946902655,18.659574468085108,5.48125,452.0,717.0,63.04044630404463,214.0,24.49005447865197,29.896874032632184,100.83,35.0,25.0,12.5,71.42857142857143,50.0,32.5,2.631578947368421,165.0,144.0,114.58333333333331,13.91231028667791,81.0,56.0,144.64285714285714,6.829679595278246,16.8406590649943,1683.0,1260.0,133.57142857142856,267.0,154.0,173.37662337662337
Rahmanullah Gurbaz,Rahmanullah Gurbaz,WK-Batter,KKR,NO,10.0,219.0,158.0,268.0,10.0,0.0,21.9,138.60759493670886,21.9,15.8,26.8,2.0,2.0,1.0,81.0,6.0,7.0,17.0,15.0,32.0,158.0,72.14611872146119,20.253164556962027,1.7,1.5,1.1333333333333333,9.294117647058824,10.533333333333331,4.9375,61.0,126.0,48.41269841269841,58.0,36.849507735583686,26.6101484400219,121.51,20.0,20.0,10.0,100.0,50.0,30.0,20.0,71.0,60.0,118.33333333333331,32.42009132420091,0.0,0.0,0.0,0.0,3.0355063291139244,148.0,107.0,138.3177570093458,14.0,6.0,233.33333333333334
Ramandeep Singh,Ramandeep Singh,All-Rounder,KKR,NO,12.0,153.0,94.0,128.0,6.0,6.0,25.5,162.7659574468085,12.75,7.833333333333333,10.666666666666666,1.0,0.0,0.0,35.0,2.0,4.0,7.0,12.0,19.0,100.0,65.359477124183,20.21276595744681,0.5833333333333334,1.0,0.5833333333333334,13.428571428571429,7.833333333333333,4.947368421052632,53.0,75.0,70.66666666666667,16.0,17.139479905437355,10.592664700373811,83.08,8.333333333333334,0.0,0.0,0.0,0.0,41.66666666666666,0.0,0.0,0.0,0.0,0.0,4.0,6.0,66.66666666666667,2.6143790849673203,3.7354787234042552,46.0,28.0,154.62765957446805,52.0,24.0,216.66666666666666
Rinku Singh,Rinku Singh,Batter,KKR,NO,30.0,778.0,517.0,888.0,20.0,10.0,38.9,150.4835589941973,25.933333333333334,17.233333333333334,29.6,10.0,4.0,0.0,67.0,6.0,6.0,59.0,42.0,101.0,488.0,62.724935732647815,19.5357833655706,1.9666666666666663,1.4,1.4047619047619049,8.76271186440678,12.30952380952381,5.118811881188119,290.0,416.0,69.71153846153847,93.0,18.138835160111757,18.429611355442187,71.07,33.333333333333336,13.333333333333334,0.0,40.0,0.0,26.666666666666668,0.0,0.0,0.0,0.0,0.0,323.0,232.0,139.22413793103448,41.51670951156812,15.6101611863314,19.0,11.0,172.72727272727272,542.0,324.0,167.28395061728395
Rovman Powell,Rovman Powell,Batter ,KKR,NO,19.0,334.0,219.0,395.0,17.0,2.0,19.647058823529413,152.51141552511416,17.57894736842105,11.526315789473683,20.789473684210527,5.0,1.0,0.0,67.0,3.0,6.0,18.0,27.0,45.0,234.0,70.05988023952096,20.54794520547945,0.9473684210526316,1.4210526315789471,0.6666666666666666,12.166666666666666,8.11111111111111,4.866666666666666,100.0,174.0,57.47126436781609,62.0,28.71638762049721,18.67653248055099,106.24,26.31578947368421,5.2631578947368425,0.0,20.0,0.0,47.36842105263158,11.764705882352942,0.0,0.0,0.0,0.0,211.0,125.0,168.8,63.17365269461078,5.630079307858687,100.0,66.0,144.88584474885843,215.0,111.0,193.6936936936937
Sunil Narine,Sunil Narine,All-Rounder,KKR,NO,40.0,613.0,361.0,623.0,34.0,6.0,18.029411764705884,169.8060941828255,15.325,9.025,15.575,5.0,4.0,4.0,109.0,13.0,7.0,57.0,44.0,101.0,492.0,80.2610114192496,27.97783933518005,1.425,1.1,1.2954545454545454,6.333333333333333,8.204545454545455,3.5742574257425743,121.0,260.0,46.53846153846154,125.0,34.779932286857495,26.36663344028507,172.05,12.5,10.0,10.0,80.0,100.0,67.5,32.35294117647059,41.0,51.0,80.3921568627451,6.688417618270799,163.0,91.0,179.12087912087912,26.5905383360522,11.970480609418283,902.0,513.0,175.82846003898635,192.0,139.0,138.1294964028777
Venkatesh Iyer,Venkatesh Iyer,All-Rounder,KKR,NO,45.0,1077.0,841.0,1401.0,40.0,5.0,26.925,128.06183115338882,23.933333333333334,18.68888888888889,31.133333333333333,15.0,9.0,2.0,83.0,9.0,5.0,100.0,43.0,143.0,658.0,61.09563602599814,17.00356718192628,2.2222222222222223,0.9555555555555556,2.3255813953488373,8.41,19.55813953488372,5.881118881118881,419.0,698.0,60.02865329512894,232.0,27.63905403620029,21.65262948550045,90.47,33.333333333333336,20.0,4.444444444444445,60.0,22.22222222222222,35.55555555555556,5.0,193.0,180.0,107.22222222222224,17.920148560817083,211.0,156.0,135.25641025641025,19.591457753017643,15.32473246135553,449.0,362.0,124.03314917127074,138.0,101.0,136.63366336633663
Abdul Samad,Abdul Samad,All-Rounder,LSG,NO,28.0,435.0,305.0,502.0,22.0,6.0,19.772727272727277,142.62295081967213,15.535714285714286,10.892857142857142,17.928571428571427,3.0,0.0,0.0,37.0,5.0,4.0,29.0,27.0,56.0,278.0,63.9080459770115,18.36065573770492,1.0357142857142858,0.9642857142857144,1.0740740740740742,10.517241379310343,11.296296296296296,5.446428571428571,157.0,249.0,63.05220883534137,74.0,24.44444444444445,11.62845215284044,74.85,10.714285714285714,0.0,0.0,0.0,0.0,35.714285714285715,9.090909090909092,0.0,0.0,0.0,0.0,250.0,190.0,131.57894736842104,57.47126436781609,7.533548009367681,130.0,92.0,135.4918032786885,447.0,269.0,166.1710037174721
Aiden Markram,Aiden Markram,Batter,LSG,NO,40.0,974.0,742.0,1203.0,31.0,9.0,31.41935483870968,131.266846361186,24.35,18.55,30.075,14.0,5.0,0.0,68.0,6.0,5.0,70.0,35.0,105.0,490.0,50.30800821355236,14.150943396226417,1.75,0.875,2.0,10.6,21.2,7.066666666666666,484.0,637.0,75.98116169544741,99.0,13.37226714585206,17.48633165852103,71.81,35.0,12.5,0.0,35.714285714285715,0.0,20.0,6.451612903225806,17.0,20.0,85.0,1.7453798767967146,125.0,103.0,121.35922330097088,12.833675564681725,15.66210377358491,63.0,69.0,91.30434782608695,289.0,169.0,171.00591715976333
Arshin Kulkarni,Arshin Kulkarni,All-Rounder,LSG,NO,2.0,9.0,8.0,14.0,2.0,0.0,4.5,112.5,4.5,4.0,7.0,0.0,0.0,0.0,9.0,2.0,0.0,2.0,0.0,2.0,8.0,88.88888888888889,25.0,1.0,0.0,0.0,4.0,0.0,4.0,1.0,6.0,16.666666666666668,4.0,61.11111111111112,6.363961030678928,141.42,0.0,0.0,0.0,0.0,0.0,100.0,50.0,9.0,8.0,112.5,100.0,0.0,0.0,0.0,0.0,0.10125,9.0,8.0,112.5,3.0,2.0,123.75000000000001
Ayush Badoni,Ayush Badoni,All-Rounder,LSG,NO,32.0,547.0,421.0,759.0,25.0,7.0,21.88,129.9287410926366,17.09375,13.15625,23.71875,5.0,3.0,0.0,55.0,9.0,3.0,43.0,18.0,61.0,280.0,51.18829981718464,14.489311163895486,1.34375,0.5625,2.388888888888889,9.790697674418604,23.38888888888889,6.901639344262295,267.0,360.0,74.16666666666667,63.0,15.04354711005542,15.861007930791953,92.79,15.625,9.375,0.0,60.0,0.0,40.625,8.0,5.0,17.0,29.41176470588235,0.9140767824497258,259.0,194.0,133.50515463917526,47.34917733089579,8.6617807304038,9.0,26.0,34.61538461538461,385.0,249.0,154.61847389558233
David Miller,David Miller,Batter,LSG,NO,46.0,1074.0,767.0,1264.0,26.0,20.0,41.30769230769231,140.02607561929597,23.347826086956523,16.67391304347826,27.47826086956522,16.0,4.0,1.0,94.0,8.0,6.0,81.0,47.0,128.0,606.0,56.42458100558659,16.6883963494133,1.7608695652173914,1.0217391304347827,1.7234042553191489,9.469135802469136,16.319148936170212,5.9921875,468.0,639.0,73.2394366197183,119.0,15.514993481095177,19.9390375241962,85.4,34.78260869565217,8.695652173913043,2.1739130434782608,25.0,25.0,30.43478260869565,7.6923076923076925,9.0,18.0,50.0,0.8379888268156425,284.0,199.0,142.71356783919595,26.443202979515828,21.57740944390908,57.0,69.0,82.6086956521739,1615.0,952.0,169.64285714285714
Mitchell Marsh,Mitchell Marsh,All-Rounder,LSG,NO,21.0,440.0,324.0,537.0,21.0,0.0,20.952380952380956,135.80246913580248,20.952380952380956,15.428571428571429,25.571428571428573,4.0,3.0,1.0,89.0,5.0,7.0,39.0,24.0,63.0,300.0,68.18181818181819,19.444444444444443,1.8571428571428568,1.1428571428571428,1.625,8.307692307692308,13.5,5.142857142857143,140.0,261.0,53.63984674329502,105.0,32.5445816186557,24.193958317059632,115.47,19.047619047619047,14.285714285714286,4.761904761904762,75.0,33.333333333333336,38.095238095238095,19.047619047619047,100.0,69.0,144.92753623188406,22.727272727272727,152.0,110.0,138.1818181818182,34.54545454545455,5.975308641975309,194.0,138.0,140.57971014492753,214.0,153.0,139.86928104575162
Nicholas Pooran,Nicholas Pooran,WK-Batter,LSG,NO,50.0,1092.0,688.0,1128.0,36.0,14.0,30.33333333333333,158.72093023255815,21.84,13.76,22.56,20.0,5.0,0.0,64.0,7.0,7.0,69.0,76.0,145.0,732.0,67.03296703296704,21.07558139534884,1.38,1.52,0.9078947368421052,9.971014492753625,9.052631578947368,4.744827586206896,360.0,543.0,66.29834254143647,143.0,20.78488372093023,20.567817143314365,94.17,40.0,10.0,0.0,25.0,0.0,42.0,22.22222222222222,0.0,11.0,0.0,0.0,491.0,285.0,172.28070175438597,44.96336996336996,22.185376744186048,13.0,21.0,61.904761904761905,877.0,528.0,166.09848484848484
Rishabh Pant,Rishabh Pant,WK-Batter,LSG,NO,41.0,1172.0,814.0,1375.0,33.0,8.0,35.51515151515152,143.98034398034395,28.585365853658537,19.853658536585368,33.53658536585366,17.0,6.0,1.0,88.0,9.0,8.0,108.0,51.0,159.0,738.0,62.96928327645051,19.53316953316953,2.6341463414634148,1.2439024390243902,2.117647058823529,7.537037037037037,15.96078431372549,5.119496855345912,434.0,655.0,66.25954198473282,172.0,21.225771225771226,18.626561155720744,65.16,41.46341463414634,14.634146341463415,2.4390243902439024,35.294117647058826,16.666666666666668,14.634146341463415,0.0,1.0,2.0,50.0,0.0853242320819112,270.0,201.0,134.32835820895522,23.03754266211604,20.1670809612273,243.0,196.0,123.9795918367347,1182.0,623.0,189.7271268057785
Shahbaz Ahmed,Shahbaz Ahmed,All-Rounder,LSG,NO,32.0,506.0,407.0,773.0,24.0,8.0,21.08333333333333,124.32432432432432,15.8125,12.71875,24.15625,5.0,1.0,0.0,59.0,4.0,5.0,28.0,23.0,51.0,250.0,49.40711462450593,12.530712530712533,0.875,0.71875,1.2173913043478262,14.535714285714286,17.695652173913043,7.980392156862745,256.0,356.0,71.91011235955057,71.0,17.58121758121758,14.436596641197854,91.3,15.625,3.125,0.0,20.0,0.0,40.625,0.0,4.0,9.0,44.44444444444444,0.7905138339920948,139.0,98.0,141.83673469387756,27.470355731225297,7.863513513513514,22.0,21.0,104.76190476190477,304.0,205.0,148.29268292682926
Shardul Thakur,Shardul Thakur,All-Rounder,LSG,NO,25.0,245.0,166.0,310.0,18.0,7.0,13.61111111111111,147.59036144578317,9.8,6.64,12.4,1.0,1.0,0.0,68.0,9.0,3.0,21.0,12.0,33.0,156.0,63.67346938775511,19.879518072289155,0.84,0.48,1.75,7.904761904761905,13.833333333333334,5.03030303030303,89.0,133.0,66.9172932330827,34.0,20.54886211512717,14.716770479060049,150.17,4.0,4.0,0.0,100.0,0.0,68.0,22.22222222222222,0.0,4.0,0.0,0.0,159.0,103.0,154.36893203883494,64.89795918367346,4.62843373493976,0.0,4.0,0.0,240.0,159.0,150.9433962264151
Hardik Pandya,Hardik Pandya,All-Rounder,MI,NO,52.0,1158.0,870.0,1432.0,41.0,11.0,28.24390243902439,133.10344827586206,22.26923076923077,16.73076923076923,27.53846153846154,15.0,6.0,1.0,87.0,8.0,4.0,102.0,42.0,144.0,660.0,56.994818652849744,16.551724137931036,1.9615384615384612,0.8076923076923077,2.4285714285714284,8.529411764705882,20.714285714285715,6.041666666666667,498.0,726.0,68.59504132231405,172.0,19.84674329501916,20.291131439201614,91.12,28.846153846153847,11.538461538461538,1.9230769230769231,40.0,16.666666666666668,32.69230769230769,4.878048780487805,17.0,15.0,113.33333333333331,1.468048359240069,337.0,261.0,129.11877394636016,29.101899827288428,18.673901856763923,132.0,124.0,106.4516129032258,1496.0,918.0,162.96296296296296
Jonny Bairstow,Jonny Bairstow,WK-Batter,MI,NO,28.0,785.0,523.0,872.0,26.0,2.0,30.192307692307693,150.09560229445506,28.035714285714285,18.678571428571427,31.142857142857142,11.0,5.0,1.0,108.0,8.0,9.0,86.0,38.0,124.0,572.0,72.86624203821655,23.7093690248566,3.071428571428572,1.3571428571428572,2.263157894736842,6.0813953488372094,13.763157894736842,4.217741935483871,213.0,399.0,53.38345864661654,162.0,31.03887826641173,24.979224171531836,89.1,39.285714285714285,17.857142857142858,3.571428571428572,45.45454545454545,20.0,32.142857142857146,3.8461538461538463,178.0,114.0,156.140350877193,22.67515923566879,18.0,16.0,112.5,2.2929936305732483,12.62411226440863,740.0,511.0,144.81409001956948,124.0,88.0,140.9090909090909
Mitchell Santner,Mitchell Santner,All-Rounder,MI,NO,8.0,35.0,44.0,58.0,4.0,4.0,8.75,79.54545454545455,4.375,5.5,7.25,0.0,0.0,0.0,11.0,2.0,0.0,4.0,0.0,4.0,16.0,45.71428571428572,9.090909090909092,0.5,0.0,0.0,11.0,0.0,11.0,19.0,40.0,47.5,18.0,42.92929292929293,4.983902658989812,113.92,0.0,0.0,0.0,0.0,0.0,75.0,25.0,20.0,24.0,83.33333333333333,57.142857142857146,0.0,2.0,0.0,0.0,0.4176136363636364,23.0,25.0,92.0,42.0,31.0,135.48387096774192
Naman Dhir,Naman Dhir,All-Rounder,MI,NO,5.0,61.0,45.0,74.0,5.0,0.0,12.2,135.55555555555554,12.2,9.0,14.8,1.0,0.0,0.0,30.0,3.0,2.0,7.0,3.0,10.0,46.0,75.40983606557377,22.22222222222222,1.4,0.6,2.333333333333333,6.428571428571429,15.0,4.5,15.0,35.0,42.85714285714285,18.0,40.74074074074074,13.00769003320728,106.62,20.0,0.0,0.0,0.0,0.0,40.0,40.0,31.0,31.0,100.0,50.81967213114754,0.0,0.0,0.0,0.0,0.8268888888888889,40.0,35.0,114.28571428571428,18.0,11.0,149.11111111111111
Raj Bawa,Raj Bawa,All-Rounder,MI,NO,2.0,11.0,14.0,21.0,2.0,0.0,5.5,78.57142857142857,5.5,7.0,10.5,0.0,0.0,0.0,11.0,1.0,0.0,1.0,0.0,1.0,4.0,36.36363636363637,7.142857142857143,0.5,0.0,0.0,14.0,0.0,14.0,7.0,13.0,53.84615384615385,5.0,37.3015873015873,7.7781745930520225,141.42,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0864285714285714,3.0,4.0,74.64285714285714,3.0,4.0,86.42857142857143
Rohit Sharma,Rohit Sharma,Batter,MI,NO,54.0,1291.0,975.0,1687.0,53.0,1.0,24.358490566037737,132.4102564102564,23.90740740740741,18.05555555555556,31.24074074074074,20.0,4.0,1.0,105.0,11.0,5.0,129.0,61.0,190.0,882.0,68.31913245546089,19.487179487179485,2.388888888888889,1.1296296296296295,2.114754098360656,7.558139534883721,15.98360655737705,5.131578947368421,409.0,785.0,52.10191082802548,330.0,33.903133903133906,21.620455477127088,90.43,37.03703703703704,7.407407407407407,1.851851851851852,20.0,25.0,37.03703703703704,7.547169811320755,299.0,292.0,102.3972602739726,23.16034082106894,128.0,97.0,131.95876288659792,9.914794732765298,17.410722697056034,1858.0,1485.0,125.11784511784512,1906.0,1106.0,172.33273056057865
Suryakumar Yadav,Suryakumar Yadav,Batter,MI,NO,46.0,1516.0,927.0,1497.0,42.0,4.0,36.095238095238095,163.53829557713053,32.95652173913044,20.15217391304348,32.54347826086956,22.0,15.0,5.0,103.0,13.0,6.0,159.0,69.0,228.0,1050.0,69.26121372031662,24.59546925566343,3.4565217391304346,1.5,2.3043478260869565,5.830188679245283,13.434782608695652,4.065789473684211,466.0,699.0,66.66666666666667,181.0,19.549322785568748,28.647246539580674,86.92,47.82608695652174,32.608695652173914,10.869565217391305,68.18181818181819,33.333333333333336,26.08695652173913,9.523809523809524,62.0,43.0,144.1860465116279,4.089709762532982,345.0,212.0,162.73584905660377,22.757255936675463,26.9482669668402,635.0,462.0,137.44588744588745,944.0,541.0,174.4916820702403
Tilak Varma,Tilak Varma,Batter,MI,NO,36.0,1094.0,748.0,1414.0,27.0,9.0,40.51851851851852,146.2566844919786,30.38888888888889,20.77777777777778,39.27777777777778,18.0,6.0,1.0,84.0,9.0,6.0,82.0,56.0,138.0,664.0,60.69469835466179,18.449197860962567,2.2777777777777777,1.5555555555555556,1.4642857142857142,9.121951219512194,13.357142857142858,5.420289855072464,430.0,610.0,70.49180327868852,132.0,17.67676767676768,20.14983555803553,66.31,50.0,16.666666666666668,2.7777777777777777,33.333333333333336,16.666666666666668,22.22222222222222,3.703703703703704,56.0,30.0,186.66666666666663,5.118829981718465,299.0,199.0,150.25125628140702,27.3308957952468,20.00060160427808,83.0,64.0,129.6875,403.0,230.0,175.21739130434784
Will Jacks,Will Jacks,All-Rounder,MI,NO,7.0,189.0,102.0,127.0,6.0,1.0,31.5,185.2941176470588,27.0,14.571428571428571,18.142857142857142,2.0,2.0,1.0,100.0,5.0,10.0,13.0,16.0,29.0,148.0,78.3068783068783,28.431372549019606,1.8571428571428568,2.2857142857142856,0.8125,7.846153846153846,6.375,3.5172413793103448,41.0,73.0,56.16438356164384,27.0,26.90631808278867,37.00450423034111,137.05,28.571428571428573,28.571428571428573,14.285714285714286,100.0,50.0,57.142857142857146,0.0,20.0,13.0,153.84615384615384,10.582010582010582,0.0,0.0,0.0,0.0,4.00235294117647,45.0,34.0,132.35294117647058,57.0,12.0,475.0
Devdutt Padikkal,Devdutt Padikkal,Batter ,RCB,NO,48.0,1086.0,886.0,1492.0,46.0,2.0,23.608695652173918,122.57336343115124,22.625,18.45833333333333,31.08333333333333,14.0,5.0,2.0,101.0,11.0,6.0,118.0,34.0,152.0,676.0,62.24677716390424,17.155756207674944,2.458333333333333,0.7083333333333334,3.4705882352941178,7.508474576271187,26.058823529411764,5.828947368421052,410.0,734.0,55.858310626703,278.0,31.42713819914723,20.944328435569886,92.57,29.166666666666668,10.416666666666666,4.166666666666667,35.714285714285715,40.0,37.5,8.695652173913043,188.0,169.0,111.24260355029584,17.311233885819522,225.0,197.0,114.21319796954316,20.718232044198896,13.866111738148984,681.0,557.0,122.26211849192102,186.0,133.0,139.84962406015038
Jitesh Sharma,Jitesh Sharma,WK-Batter,RCB,NO,33.0,676.0,445.0,693.0,30.0,3.0,22.53333333333333,151.91011235955057,20.484848484848484,13.484848484848484,21.0,7.0,0.0,0.0,49.0,5.0,4.0,51.0,41.0,92.0,450.0,66.5680473372781,20.674157303370787,1.5454545454545454,1.2424242424242424,1.2439024390243902,8.72549019607843,10.853658536585366,4.836956521739131,226.0,353.0,64.02266288951841,101.0,22.89637952559301,13.402707777071608,65.43,21.21212121212121,0.0,0.0,0.0,0.0,30.303030303030305,3.333333333333333,9.0,14.0,64.28571428571429,1.331360946745562,220.0,137.0,160.5839416058394,32.544378698224854,11.202680286006128,9.0,13.0,69.23076923076923,295.0,163.0,180.98159509202455
Krunal Pandya,Krunal Pandya,All-Rounder,RCB,NO,48.0,617.0,512.0,930.0,32.0,16.0,19.28125,120.5078125,12.854166666666666,10.666666666666666,19.375,6.0,0.0,0.0,49.0,5.0,2.0,46.0,20.0,66.0,304.0,49.270664505672606,12.890625,0.9583333333333334,0.4166666666666667,2.3,11.130434782608695,25.6,7.757575757575758,313.0,446.0,70.17937219730942,98.0,19.18402777777778,12.782950052970463,99.45,12.5,0.0,0.0,0.0,0.0,58.333333333333336,12.5,14.0,13.0,107.6923076923077,2.26904376012966,114.0,82.0,139.02439024390245,18.47649918962723,9.913776041666663,50.0,42.0,119.04761904761905,813.0,522.0,155.74712643678163
